"","V1","V2","V3"
"1",9.189,0.0109415205964503,0
"2",7.756,-0.00481646836306055,0
"3",7.774,-0.00461853130704438,0
"4",7.953,-0.00265015724999452,0
"5",9.028,0.00917108359541666,0
"6",6.874,-0.0145153841078537,0
"7",45.882,0.414436209285447,1
"8",37.273,0.31976731399415,1
"9",31.771,0.259264553871869,0
"10",27.403,0.211231828278607,0
"11",27.942,0.217158943455981,0
"12",33.968,0.283423871208956,1
"13",94.891,0.953363830301964,1
"14",44.931,0.403978534825925,1
"15",61.57,0.586949350106666,1
"16",48.037,0.43813367349183,1
"17",65.712,0.632496865996613,1
"18",76.892,0.755437770788889,1
"19",79.705,0.786370934042974,1
"20",48.233,0.440288988101784,1
"21",27.863,0.216290219710132,0
"22",49.368,0.452770019133915,1
"23",30.255,0.242593855154061,0
"24",44.931,0.403978534825925,1
"25",40.301,0.353064725417317,1
"26",58.817,0.556675977039301,1
"27",41.946,0.371153973036574,1
"28",25.944,0.195187930238184,0
"29",24.553,0.179891794409378,0
"30",33.637,0.27978402867888,1
"31",33.077,0.273625986936154,1
"32",39.024,0.33902219094328,1
"33",33.939,0.283104972618707,1
"34",35.788,0.303437506872815,1
"35",26.12,0.197123314785898,0
"36",6.559,-0.017979282588137,0
"37",6.433,-0.0193648419802503,0
"38",19.794,0.12755943609932,0
"39",8.55,0.00391475510787569,0
"40",8.525,0.00363984253007543,0
"41",9.402,0.0132837757593085,0
"42",7.879,-0.00346389848028328,0
"43",7.97,-0.00246321669709033,0
"44",20.808,0.138709890254899,0
"45",13.795,0.0615914139303701,0
"46",34.606,0.290439640194418,1
"47",53.596,0.499263234291495,1
"48",37.478,0.322021597132112,1
"49",28.164,0.219600167146847,0
"50",0,NA,NA
"51",99.132,NA,NA
"52",8.194,NA,NA
