"","V1","V2","V3"
"1",68.58,0.148423688109959,0
"2",19.421,-0.10275918450769,0
"3",18.649,-0.106703796433499,0
"4",19.879,-0.100418987277094,0
"5",13.762,-0.131674416228093,0
"6",16.409,-0.118149302539472,0
"7",140.018,0.513443360073578,1
"8",74.284,0.177568851872669,0
"9",67.167,0.141203821981503,0
"10",47.356,0.0399775177558633,0
"11",59.35,0.101262071432221,0
"12",103.975,0.329278013387154,1
"13",92.481,0.27054826018088,1
"14",42.003,0.0126258239231516,0
"15",166.783,0.650201829237137,1
"16",100.611,0.312089315824434,1
"17",98.041,0.298957641408206,1
"18",95.55,0.286229625466251,1
"19",75.321,0.182867508047621,0
"20",188.006,0.758642889990292,1
"21",81.118,0.212487864697767,0
"22",47.911,0.0428133462776557,0
"23",126.468,0.444208267334321,1
"24",105.203,0.335552603341679,1
"25",94.512,0.280925859690358,1
"26",104.537,0.332149609115528,1
"27",139.842,0.512544070308109,1
"28",105.586,0.337509580501763,1
"29",161.171,0.621526748760922,1
"30",133.287,0.479050636145317,1
"31",60.934,0.109355679321445,0
"32",96.757,0.292396913801032,1
"33",53.694,0.072362168514639,0
"34",64.431,0.127223953809207,0
"35",92.542,0.27085994583823,1
"36",37.229,-0.0117674109652036,0
"37",209.582,0.868887639875326,1
"38",148.022,0.554340605998672,1
"39",24.201,-0.0783352920136937,0
"40",106.597,0.342675387052271,1
"41",133.285,0.479040416943437,1
"42",233.091,0.989009248377702,1
"43",204.229,0.841535946042614,1
"44",75.262,0.182566041592152,0
"45",270.359,1.17943385621583,1
"46",23.679,-0.0810025037044607,0
"47",146.086,0.544448418578509,1
"48",105.763,0.338413979868172,1
"49",195.611,0.797501405140259,1
"50",153.343,0.581528792601298,1
"51",81.016,0.21196668540187,0
"52",118.327,0.402611006080425,1
"53",68.673,0.148898880997394,0
"54",24.412,-0.0772571662153186,0
"55",211.285,0.877589290276429,1
"56",64.123,0.125650196719636,0
"57",80.136,0.207470236574523,0
"58",73.936,0.175790710745491,0
"59",98.504,0.301323386643503,1
"60",123.364,0.428348066016044,1
"61",121.008,0.416309846201012,1
"62",146.858,0.548393030504318,1
"63",129.73,0.460875785601145,1
"64",162.396,0.627786009912626,1
"65",90.083,0.25829543712636,0
"66",36.331,-0.0163558326094732,0
"67",169.044,0.661754636962853,1
"68",88.622,0.250830310152777,0
"69",64.482,0.127484543457156,0
"70",119.305,0.407608195799908,1
"71",83.71,0.225731950334679,0
"72",198.737,0.813474017679219,1
"73",168.071,0.656782995248071,1
"74",118.766,0.404854120893158,1
"75",130.53,0.464963466353278,1
"76",69.603,0.153650809871749,0
"77",30.306,-0.0471411782739768,0
"78",23.719,-0.080798119666854,0
"79",25.117,-0.0736548975525012,0
"80",35.292,-0.0216647079863063,0
"81",11.251,-0.144504624188851,0
"82",28.204,-0.057881559450207,0
"83",27.41,-0.0619385825966992,0
"84",31.161,-0.0427724694701344,0
"85",18.979,-0.105017628123244,0
"86",13.964,-0.130642276838179,0
"87",25.472,-0.071840989218742,0
"88",37.278,-0.0115170405191355,0
"89",21.508,-0.0920954473455623,0
"90",32.909,-0.0338408870267232,0
"91",24.14,-0.0786469776710439,0
"92",17.311,-0.113540442491441,0
"93",26.708,-0.0655255224566961,0
"94",25.581,-0.0712840427162639,0
"95",23.246,-0.0832149609115528,0
"96",25.044,-0.0740278984211333,0
"97",18.847,-0.105692095447346,0
"98",24.846,-0.0750395994072863,0
"99",21.121,-0.0940728629094068,0
"100",27.762,-0.0601400030657606,0
"101",21.074,-0.0943130141535946,0
"102",44.551,0.025645087118696,0
"103",60.111,0.105150477747688,0
"104",24.129,-0.0787031832813857,0
"105",26.286,-0.0676817740534464,0
"106",38.462,-0.00546727300597823,0
"107",28.048,-0.0586786571968729,0
"108",89.239,0.25398293393286,0
"109",61.169,0.110556435542384,0
"110",41.568,0.0104031475141791,0
"111",22.493,-0.0870624904194982,0
"112",21.682,-0.0912063767819733,0
"113",20.407,-0.0977211179806857,0
"114",0,NA,NA
"115",235.242,NA,NA
"116",39.532,NA,NA
